Date,Quantity,Monetary,Amount,Index,Updown
105/03/09,4873667413,87722074364,924681,8634.11,-30.2
105/03/10,4847234890,86979509559,912645,8660.7,26.59
105/03/11,4696453516,89618730648,932516,8706.14,45.44
105/03/14,4958111936,1.00745E+11,1001609,8747.9,41.76
105/03/15,5749788495,1.16596E+11,1152022,8611.18,-136.72
105/03/16,4940468348,95303426426,931278,8699.14,87.96
105/03/17,5640225790,1.10429E+11,1069422,8734.54,35.4
105/03/18,5058056953,1.18471E+11,980140,8810.71,76.17
105/03/21,4189171268,83602377454,828164,8812.7,1.99
105/03/22,4537521519,87909107741,896141,8785.68,-27.02
105/03/23,4146764067,83001864735,841520,8766.09,-19.59
105/03/24,4332890552,81028032418,828433,8743.38,-22.71
105/03/25,3480063136,66971897265,668084,8704.97,-38.41
105/03/28,3632554168,69405830918,707968,8690.45,-14.52
105/03/29,4336733399,80354222855,863621,8617.35,-73.1
105/03/30,4449258360,89188136871,850273,8737.04,119.69
105/03/31,4483580039,96143315403,841211,8744.83,7.79
105/04/01,3512441617,74436466179,734759,8657.55,-87.28
105/04/06,4263805995,99649801435,948232,8513.3,-144.25
105/04/07,4325190072,85012242354,837480,8490.25,-23.05
105/04/08,4047158746,78914261945,783411,8541.5,51.25
105/04/11,3619493831,68897768432,705570,8562.59,21.09
105/04/12,4271104168,83753452252,844879,8531.18,-31.41
105/04/13,4800753162,92382932263,855055,8652.08,120.9
105/04/14,4320339298,82203414897,787098,8667.71,15.63
105/04/15,3728792198,79717512268,755854,8700.39,32.68
105/04/18,3363499191,65051346748,665225,8666.01,-34.38
105/04/19,4134113610,81358438759,767518,8633.72,-32.29
105/04/20,4810411902,96785720810,966647,8514.48,-119.24
105/04/21,3914269493,75973585587,760525,8568.65,54.17
105/04/22,3830670213,79070599556,792676,8535.75,-32.9
105/04/25,2931595283,56182234555,562358,8560.28,24.53
105/04/26,3346481055,62262529206,620548,8581.57,21.29
105/04/27,3487759816,68796176444,632097,8563.05,-18.52
105/04/28,3924535612,75136632590,717887,8473.87,-89.18
105/04/29,3580008782,79542764433,724482,8377.9,-95.97
105/05/03,3754668499,79541801189,728436,8294.12,-83.78
105/05/04,4149875379,82399462988,816079,8185.47,-108.65
105/05/05,3977941297,74975723000,745369,8167.96,-17.51
105/05/06,3953679305,84384286020,771662,8146.43,-21.53
105/05/09,3710952585,75447508377,708642,8131.83,-14.6
105/05/10,3741082502,70928843216,694280,8156.29,24.46
105/05/11,4047480787,80431862471,775750,8135.56,-20.73
105/05/12,3556435361,68548502596,669426,8108.05,-27.51
105/05/13,4225037084,89924012838,909771,8053.69,-54.36
105/05/16,3236743232,64686301497,667038,8067.6,13.91
105/05/17,3604249794,66672653501,700842,8140.48,72.88
105/05/18,3491764921,65383955852,701281,8159.68,19.2
105/05/19,3094933678,60422574449,644954,8095.98,-63.7
105/05/20,2850865571,58263286174,568897,8131.26,35.28
105/05/23,4649021224,90554982570,842513,8344.44,213.18
105/05/24,3555561356,64637921213,675116,8300.66,-43.78
105/05/25,4049980878,80459911960,783978,8396.2,95.54
105/05/26,3564495997,65478914576,674618,8394.12,-2.08
105/05/27,3409655231,68626136475,675938,8463.61,69.49
105/05/30,3779180371,78124791178,726736,8535.87,72.26
105/05/31,4925321959,1.156E+11,794488,8535.59,-0.28
105/06/01,4102121560,77190940287,782698,8597.16,61.57
105/06/02,4421236994,82188998656,791451,8556.02,-41.14
105/06/03,3420623169,64809532971,663124,8587.36,31.34
105/06/04,1895068731,30206861435,331442,8591.57,4.21
105/06/06,3053231196,61971449857,577384,8597.11,5.54
105/06/07,3984243487,85050278728,777187,8679.9,82.79
105/06/08,3682670146,85786188266,806517,8715.48,35.58
105/06/13,3574312269,83588012270,757737,8536.22,-179.26
105/06/14,3125064758,63850727683,643488,8576.12,39.9
105/06/15,3593085428,72856146856,690191,8606.37,30.25
105/06/16,3709135528,72824942425,697042,8494.14,-112.23
105/06/17,3484588797,73109254592,681269,8568.08,73.94
105/06/20,3001039154,61725407566,637099,8625.92,57.84
105/06/21,3377528665,70549583295,684126,8684.85,58.93
105/06/22,3557068248,72954740054,698182,8716.25,31.4
105/06/23,3111999285,60884859229,605289,8676.68,-39.57
105/06/24,5791547248,1.23822E+11,1096022,8476.99,-199.69
105/06/27,3268493657,64019527635,608355,8458.87,-18.12
105/06/28,3822915741,73716722894,697522,8505.51,46.64
105/06/29,4531025055,83049487440,798618,8586.56,81.05
105/06/30,4831561362,95446248784,854736,8666.58,80.02
105/07/01,4252995062,87367201283,814458,8738.24,71.66
105/07/04,3642526001,71901682699,692220,8760.58,22.34
105/07/05,3474978856,63985820013,655418,8716.07,-44.51
105/07/06,4209879163,79293353851,800325,8575.75,-140.32
105/07/07,3349857488,63917075018,646627,8640.91,65.16
105/07/11,4669541115,99362933862,871964,8786.47,145.56
105/07/12,4699030781,98294776994,871943,8841.46,54.99
105/07/13,4850884392,98433193150,929113,8857.75,16.29
105/07/14,4422952583,84659240045,841778,8866.36,8.61
105/07/15,4874982524,1.02657E+11,976658,8949.85,83.49
105/07/18,4564796901,93473193654,867491,9008.21,58.36
105/07/19,4774586439,96280319405,922333,9034.87,26.66
105/07/20,4447845917,94869577884,913431,9007.68,-27.19
105/07/21,5201516603,1.00648E+11,1007995,9056.56,48.88
105/07/22,4242274452,82046171596,840093,9013.14,-43.42
105/07/25,4007179190,77600049546,777080,8991.67,-21.47
105/07/26,3925613098,76442857722,726303,9024.79,33.12
105/07/27,4970935255,96440644211,856895,9063.39,38.6
105/07/28,4766003386,88750752651,842748,9076.64,13.25
105/07/29,3852627640,79791349789,717081,8984.41,-92.23
105/08/01,3871706261,78804102182,765901,9080.71,96.3
105/08/02,3884166772,74010051370,737921,9068.76,-11.95
105/08/03,3834059543,70771446177,732463,9001.71,-67.05
105/08/04,3829779330,74418273151,713559,9024.71,23
105/08/05,4226749494,84243393706,791540,9092.12,67.41
105/08/08,4083690279,83400282896,751688,9150.26,58.14
105/08/09,4066821718,79859408846,799032,9155.08,4.82
105/08/10,4225760731,80598942348,792698,9200.42,45.34
105/08/11,4760190883,93559858446,880676,9131.83,-68.59
105/08/12,4015197342,88441767577,825333,9150.39,18.56
105/08/15,4100081258,79893213002,760158,9148.51,-1.88
105/08/16,4451022067,84870784913,797042,9110.36,-38.15
105/08/17,3978438268,81245429214,839612,9117.7,7.34
105/08/18,4015535468,79316393081,753628,9122.5,4.8
105/08/19,4388582310,83781157067,808295,9034.27,-88.23
105/08/22,3885584470,69450728803,727963,8981.81,-52.46
105/08/23,3836367256,66902162224,655444,9030.93,49.12
105/08/24,3518670453,61538427352,668789,9017.38,-13.55
105/08/25,4269679972,78658927216,775060,9115.47,98.09
105/08/26,3595701488,65815985228,687227,9131.72,16.25
105/08/29,3794844122,67625369701,714824,9110.17,-21.55
105/08/30,3756596422,69582701507,726447,9110.56,0.39
105/08/31,4267889536,87048793580,806189,9068.85,-41.71
105/09/01,4053283316,80568510876,783833,9001.15,-67.7
105/09/02,4303473486,79935908743,813990,8987.55,-13.6
105/09/05,3605627823,64015544012,632790,9090.13,102.58
105/09/06,4111738487,76499163461,744781,9181.85,91.72
105/09/07,4782818269,93062897809,842050,9259.07,77.22
105/09/08,3981132399,77969939336,752880,9262.89,3.82
105/09/09,3555480447,67475789905,670494,9164.88,-98.01
105/09/10,2966690082,48599834344,521418,9053.69,-111.19
105/09/12,3634678303,76385472484,698520,8947.06,-106.63
105/09/13,3839352136,78995501732,751687,8940.83,-6.23
105/09/14,3287147362,85671454406,669518,8902.3,-38.53
105/09/19,4055905456,1.00131E+11,773231,9152.88,250.58
105/09/20,3637156449,69490591428,665784,9161.58,8.7
105/09/21,3855290963,74108548817,742404,9228.5,66.92
105/09/22,3664350552,71438274973,707555,9235.26,6.76
105/09/23,3223134406,65359211753,673280,9284.62,49.36
105/09/26,2625293453,55727556974,544364,9194.52,-90.1
105/09/29,3723139479,89971697637,799500,9270.9,76.38
105/09/30,3426034697,74600632574,690048,9166.85,-104.05
105/10/03,3002161742,55597456402,571417,9234.2,67.35
105/10/04,3066078644,62014403325,661773,9287.77,53.57
105/10/05,3002597984,60936666203,615998,9272.28,-15.49
105/10/06,3137942343,63331394814,633418,9284.31,12.03
105/10/07,2981282506,63235529397,653647,9265.81,-18.5
105/10/11,4127460101,89690544555,874057,9219.82,-45.99
105/10/12,3407399739,66304575010,649095,9252.6,32.78
105/10/13,3342252755,75218324164,714011,9219.17,-33.43
105/10/14,3222233294,67985163367,656200,9165.17,-54
105/10/17,3082126225,61546873092,598424,9176.22,11.05
105/10/18,3058813019,64138110361,593138,9222.58,46.36
105/10/19,3429784279,73889069126,710457,9283.99,61.41
105/10/20,3523381006,65312097572,694444,9317.24,33.25
105/10/21,3773891183,76007429901,674656,9306.57,-10.67
105/10/24,3043948395,57857039710,590798,9322.5,15.93
105/10/25,3568506720,65726460665,652687,9385.65,63.15
105/10/26,3200802159,61344471335,605696,9362.25,-23.4
105/10/27,3436938226,67880845278,664166,9299.55,-62.7
105/10/28,3124888852,64114045071,603958,9306.92,7.37
105/10/31,2933043294,59927008062,571396,9290.12,-16.8
105/11/01,2497659272,49384447728,517806,9272.7,-17.42
105/11/02,3184164932,64249958155,676018,9139.04,-133.66
105/11/03,3204101005,67542159332,673612,9067.27,-71.77
105/11/04,2739339593,53149641659,564001,9068.15,0.88
105/11/07,2835069903,56453320323,552280,9189.84,121.69
105/11/08,3072696401,57810135608,596840,9217.43,27.59
105/11/09,6044384705,1.19747E+11,1140553,8943.2,-274.23
105/11/10,4506916209,89574137020,818741,9152.18,208.98
105/11/11,5065759555,1.14083E+11,1048563,8957.76,-194.42
105/11/14,4637858338,98452839687,903406,8940.4,-17.36
105/11/15,4100692578,80380985347,824147,8931.03,-9.37
105/11/16,3914412181,78312045650,786422,8962.22,31.19
105/11/17,3579224996,64481024051,704226,8995.26,33.04
105/11/18,3746952412,70078736166,785524,9008.79,13.53
105/11/21,3751486947,62875145368,739598,9041.11,32.32
105/11/22,4636095156,81661771425,882450,9133.39,92.28
105/11/23,4276380428,75384902802,834062,9178.23,44.84
105/11/24,4041910493,65397719688,733502,9152.11,-26.12
105/11/25,3665470614,58802328691,686881,9159.07,6.96
105/11/28,4250435547,72592036106,773036,9222.24,63.17
105/11/29,4314651140,75711056979,783283,9192.38,-29.86
105/11/30,4869513418,1.07649E+11,843347,9240.71,48.33
105/12/01,4136060659,75155573040,833131,9263.53,22.82
105/12/02,3786805782,76297964684,780668,9189.49,-74.04
105/12/05,3391496476,63592584448,693698,9160.66,-28.83
105/12/06,3667576986,71426220272,737772,9250.77,90.11
105/12/07,3636815416,66724838662,707178,9263.89,13.12
105/12/08,4549781790,91034926934,910895,9375.86,111.97
105/12/09,3964574188,78068803613,782282,9392.68,16.82
105/12/12,4035825377,74175683178,777262,9349.94,-42.74
105/12/13,3812248527,70197974184,766143,9382.14,32.2
105/12/14,3434019334,67479724522,719840,9368.52,-13.62
105/12/15,3836100069,71903813748,732953,9360.35,-8.17
105/12/16,3675553844,80406391525,740350,9326.78,-33.57
105/12/19,3156197159,58090807688,631988,9239.32,-87.46
105/12/20,3372611446,60343314153,630408,9242.41,3.09
105/12/21,3195514727,59331527595,598839,9204.26,-38.15
105/12/22,3277666436,58285930512,628518,9118.75,-85.51
105/12/23,2935828030,53371654474,583205,9078.64,-40.11
105/12/26,2047647847,32303039201,389028,9110.54,31.9
105/12/27,2082870472,33728533280,399921,9109.27,-1.27
105/12/28,2801681236,47787720809,503232,9201.4,92.13
105/12/29,2703276096,52765537345,509429,9153.09,-48.31
105/12/30,2740107596,57440768952,567025,9253.5,100.41
